,name,geometry,lat,lon
811,,"POLYGON ((9.1412885 45.5102312, 9.1413873 45.5102451, 9.1414452 45.5102533, 9.141563 45.5098433, 9.1414063 45.5098212, 9.1412885 45.5102312))",9.1412885,45.5102312
812,,"POLYGON ((9.1389218 45.5093927, 9.1390477 45.5089916, 9.1389101 45.5089704, 9.1387841 45.5093714, 9.1389218 45.5093927))",9.1389218,45.5093927
813,,"POLYGON ((9.1390677 45.5094162, 9.1391984 45.5090123, 9.1393492 45.5090363, 9.1392185 45.5094402, 9.1390677 45.5094162))",9.1390677,45.5094162
814,,"POLYGON ((9.1394732 45.5081714, 9.1396143 45.5081947, 9.1395181 45.508481, 9.139377 45.5084577, 9.1394732 45.5081714))",9.1394732,45.5081714
815,,"POLYGON ((9.1392366 45.5089031, 9.1393484 45.5085515, 9.1394934 45.5085742, 9.1393816 45.5089257, 9.1392366 45.5089031))",9.1392366,45.5089031
816,,"POLYGON ((9.1474714 45.5145912, 9.1485069 45.5147156, 9.1486336 45.5141981, 9.1484086 45.514171, 9.1483629 45.5141655, 9.1478498 45.5141017, 9.1475986 45.5140715, 9.1474714 45.5145912))",9.1474714,45.5145912
817,,"POLYGON ((9.1813586 45.460403, 9.1814764 45.4604716, 9.1813705 45.4605508, 9.1813434 45.4605354, 9.1812443 45.4604792, 9.1813127 45.4604447, 9.1813586 45.460403))",9.1813586,45.460403
818,,"POLYGON ((9.2503221 45.4235064, 9.2504436 45.4234304, 9.2505321 45.423741, 9.2504677 45.4238785, 9.2504964 45.4239356, 9.250373 45.424058, 9.2502263 45.4240253, 9.2501796 45.423968, 9.2501263 45.4239092, 9.2503596 45.4235817, 9.2503221 45.4235064))",9.2503221,45.4235064
819,,"POLYGON ((9.2625904 45.43334, 9.2626812 45.4334522, 9.2626302 45.4334682, 9.2625403 45.433359, 9.2625904 45.43334))",9.2625904,45.43334
820,,"POLYGON ((9.2636124 45.43326, 9.2636338 45.4332929, 9.2629753 45.4335508, 9.2629485 45.4335131, 9.2636124 45.43326))",9.2636124,45.43326
821,,"POLYGON ((9.263041 45.4331216, 9.2630719 45.4331555, 9.2625931 45.4333334, 9.2625663 45.4332967, 9.263041 45.4331216))",9.263041,45.4331216
822,,"POLYGON ((9.1019424 45.4595363, 9.101963 45.4595618, 9.1018442 45.4598607, 9.1014006 45.4597667, 9.1013735 45.4598306, 9.1012772 45.4598458, 9.1012126 45.4596641, 9.1016099 45.4595945, 9.1019424 45.4595363))",9.1019424,45.4595363
823,,"POLYGON ((9.1100801 45.4603999, 9.1103396 45.4603793, 9.1103143 45.4602246, 9.1102972 45.4601166, 9.1100371 45.4601363, 9.1100801 45.4603999))",9.1100801,45.4603999
824,P5,"POLYGON ((9.281302 45.4613485, 9.2813048 45.4612004, 9.281306 45.46114, 9.2813638 45.4610435, 9.2814416 45.4610071, 9.2815693 45.4609875, 9.2834214 45.4609783, 9.283489 45.460978, 9.2835383 45.4609777, 9.2835383 45.4612156, 9.2834645 45.4613359, 9.2834525 45.4614436, 9.2830775 45.461445, 9.2830695 45.4612198, 9.2827643 45.4612268, 9.2827643 45.461445, 9.2819144 45.4614506, 9.2819124 45.4613387, 9.281746 45.4613406, 9.2814013 45.4613467, 9.281302 45.4613485))",9.281302,45.4613485
825,,"POLYGON ((9.2835474 45.460381, 9.2836866 45.4604719, 9.2841773 45.4601275, 9.2842328 45.4600686, 9.2841984 45.460019, 9.2841933 45.4598152, 9.284074 45.4598203, 9.2840911 45.4597827, 9.2835925 45.4597945, 9.283555 45.459837, 9.2832867 45.4598389, 9.2833012 45.4601254, 9.2834152 45.4601258, 9.2834169 45.4602437, 9.2835474 45.460381))",9.2835474,45.460381
826,,"POLYGON ((9.2791405 45.4622718, 9.2789479 45.4622733, 9.2789477 45.4622588, 9.2789279 45.4609855, 9.2783912 45.4609898, 9.2783525 45.460947, 9.2783557 45.4608977, 9.2784276 45.4608545, 9.279116 45.4608468, 9.2791405 45.4622718))",9.2791405,45.4622718
827,,"POLYGON ((9.2886891 45.4743682, 9.2886452 45.4743724, 9.2884597 45.4734729, 9.2882183 45.4728714, 9.2884497 45.4728196, 9.2886552 45.4733904, 9.2888028 45.4743235, 9.2886891 45.4743682))",9.2886891,45.4743682
828,,"POLYGON ((9.1335061 45.5074607, 9.1340143 45.5073553, 9.1339662 45.5072496, 9.133937 45.5071847, 9.1338944 45.5071524, 9.1331275 45.507322, 9.1331281 45.5073517, 9.1334595 45.5074468, 9.1335061 45.5074607))",9.1335061,45.5074607
829,,"POLYGON ((9.1346075 45.5207116, 9.1346534 45.5204621, 9.1349093 45.5204853, 9.1348633 45.5207347, 9.1347211 45.5207219, 9.1346075 45.5207116))",9.1346075,45.5207116
830,,"POLYGON ((9.2157964 45.515794, 9.2159587 45.5160717, 9.2154256 45.5162247, 9.2152633 45.5159471, 9.2157964 45.515794))",9.2157964,45.515794
831,,"POLYGON ((9.1401096 45.4433269, 9.1403188 45.4433965, 9.1404234 45.4432309, 9.1406702 45.4433137, 9.1407453 45.443197, 9.1409921 45.4432779, 9.1410833 45.4431462, 9.1413394 45.4432318, 9.141428 45.4431093, 9.1413124 45.4430833, 9.1403781 45.442876, 9.1401096 45.4433269))",9.1401096,45.4433269
832,,"POLYGON ((9.1414006 45.4416635, 9.1412764 45.4418458, 9.1420167 45.4420735, 9.1421481 45.4418802, 9.1420631 45.4418556, 9.1417289 45.4417587, 9.1414006 45.4416635))",9.1414006,45.4416635
833,,"POLYGON ((9.1384194 45.4437918, 9.1384845 45.4438002, 9.1386639 45.4433701, 9.1382907 45.4432527, 9.1382711 45.443289, 9.1382455 45.443305, 9.1381532 45.4435482, 9.1382306 45.4435809, 9.1381673 45.4437518, 9.1383447 45.4437756, 9.1383194 45.443842, 9.1383931 45.4438585, 9.1384194 45.4437918))",9.1384194,45.4437918
834,,"POLYGON ((9.2520755 45.5036652, 9.2510007 45.5028316, 9.2513485 45.5026085, 9.2516701 45.5028523, 9.2523646 45.5033852, 9.2523619 45.5034829, 9.252171 45.5036051, 9.2520755 45.5036652))",9.2520755,45.5036652
835,,"POLYGON ((9.2521755 45.5028034, 9.2517241 45.5024616, 9.251473 45.5022933, 9.251234 45.5021229, 9.2511047 45.5022055, 9.2506527 45.5024941, 9.2508941 45.5026811, 9.2509775 45.5026281, 9.251107 45.5025457, 9.2512676 45.5024436, 9.2513556 45.5023876, 9.2514083 45.5023541, 9.251557 45.5024472, 9.2515885 45.5024675, 9.2519262 45.5027239, 9.2520357 45.5028093, 9.2521755 45.5028034))",9.2521755,45.5028034
836,,"POLYGON ((9.1007237 45.4756963, 9.0997839 45.4771097, 9.0996657 45.4770711, 9.0994263 45.4769928, 9.0996474 45.4766604, 9.1000465 45.4760599, 9.1003661 45.4755794, 9.1005364 45.475635, 9.1007237 45.4756963))",9.1007237,45.4756963
837,,"POLYGON ((9.2155679 45.454193, 9.2154076 45.4539892, 9.2155421 45.4539371, 9.2157025 45.4541408, 9.2155679 45.454193))",9.2155679,45.454193
838,,"POLYGON ((9.19232 45.4588901, 9.1921739 45.4590035, 9.1923206 45.4590926, 9.1924816 45.4591671, 9.1927034 45.4593146, 9.1927258 45.4594091, 9.1929111 45.4593189, 9.1928841 45.4592736, 9.1926291 45.4590925, 9.1924782 45.4590685, 9.1924343 45.4589745, 9.1923732 45.4589417, 9.19232 45.4588901))",9.19232,45.4588901
839,,"POLYGON ((9.1813046 45.4614775, 9.181301 45.4615098, 9.1814588 45.4615185, 9.1814624 45.4614862, 9.1813046 45.4614775))",9.1813046,45.4614775
840,,"POLYGON ((9.1949906 45.5218116, 9.1943925 45.5216932, 9.1943549 45.5217871, 9.1949531 45.5219074, 9.1949906 45.5218116))",9.1949906,45.5218116
841,,"POLYGON ((9.2411157 45.4523004, 9.2413253 45.4522987, 9.2413132 45.4515287, 9.2411045 45.4515303, 9.2411157 45.4523004))",9.2411157,45.4523004
842,,"POLYGON ((9.2443928 45.4543873, 9.2444854 45.4544498, 9.2445735 45.4543856, 9.244619 45.4544164, 9.2450959 45.454069, 9.2449578 45.4539757, 9.2443928 45.4543873))",9.2443928,45.4543873
843,,"POLYGON ((9.2353958 45.5150193, 9.2357377 45.5150898, 9.2366812 45.5128412, 9.2367869 45.5125894, 9.2364449 45.512519, 9.2353958 45.5150193))",9.2353958,45.5150193
844,,"POLYGON ((9.2361572 45.5155514, 9.2362068 45.5155614, 9.2369934 45.5157197, 9.2377812 45.5158783, 9.2378431 45.5158908, 9.2378845 45.5157958, 9.2378197 45.5157825, 9.2361947 45.5154481, 9.2361572 45.5155514))",9.2361572,45.5155514
845,,"POLYGON ((9.242265 45.5168023, 9.2425142 45.5162119, 9.2423097 45.5161695, 9.2420604 45.5167599, 9.242265 45.5168023))",9.242265,45.5168023
846,,"POLYGON ((9.1802762 45.4649749, 9.18029 45.4648805, 9.1792089 45.4648029, 9.1791951 45.4648972, 9.1802762 45.4649749))",9.1802762,45.4649749
847,,"POLYGON ((9.2170142 45.5211833, 9.2175887 45.5210034, 9.2175619 45.5209599, 9.2182872 45.5207325, 9.2183191 45.5207174, 9.2183542 45.5206929, 9.2183754 45.5206574, 9.2183783 45.5206158, 9.2183571 45.5205741, 9.218335 45.5205356, 9.2183227 45.5205048, 9.2182083 45.5205112, 9.2181553 45.5205168, 9.21769 45.5206629, 9.2176762 45.5206396, 9.2172605 45.5207712, 9.2172497 45.5207483, 9.2168726 45.5208679, 9.2168471 45.5209098, 9.2167803 45.5209306, 9.2167513 45.5209884, 9.2167362 45.5210139, 9.2167333 45.5210461, 9.2167413 45.5210786, 9.2167628 45.5211072, 9.2167905 45.5211316, 9.2168374 45.5211499, 9.2168887 45.5211567, 9.2169458 45.5211524, 9.2169882 45.5211398, 9.2170142 45.5211833))",9.2170142,45.5211833
848,,"POLYGON ((9.124068 45.4483799, 9.1240997 45.4483886, 9.1250811 45.4486435, 9.1251225 45.4486539, 9.1250517 45.4487919, 9.1245573 45.4486669, 9.1239942 45.4485246, 9.124068 45.4483799))",9.124068,45.4483799
849,,"POLYGON ((9.1231558 45.4489511, 9.1234153 45.4490131, 9.1238067 45.4482898, 9.1235315 45.4482276, 9.1231558 45.4489511))",9.1231558,45.4489511
850,,"POLYGON ((9.2162164 45.4861009, 9.2162322 45.4861333, 9.2163777 45.4860983, 9.2163619 45.4860659, 9.2162164 45.4861009))",9.2162164,45.4861009
851,,"POLYGON ((9.2615994 45.4444416, 9.2615877 45.4444895, 9.2622489 45.4445793, 9.2627233 45.4446322, 9.2632926 45.4446602, 9.2652989 45.4444942, 9.265296 45.4444391, 9.2632903 45.4446163, 9.2627292 45.4445887, 9.2622572 45.4445355, 9.2615994 45.4444416))",9.2615994,45.4444416
852,,"POLYGON ((9.1376165 45.5115234, 9.137618 45.5114027, 9.1410433 45.5114227, 9.1410418 45.5115434, 9.1376165 45.5115234))",9.1376165,45.5115234
853,,"POLYGON ((9.2162063 45.4363263, 9.2165625 45.4364543, 9.2167072 45.4364325, 9.2167577 45.4364203, 9.2168178 45.436329, 9.216911 45.4363617, 9.2168363 45.4364679, 9.2168538 45.4365286, 9.2165538 45.4365844, 9.2160209 45.4364169, 9.2160791 45.4363256, 9.2161791 45.4363569, 9.2162063 45.4363263))",9.2162063,45.4363263
854,,"POLYGON ((9.2137517 45.4352851, 9.2136652 45.435422, 9.2142902 45.4356164, 9.2143767 45.4354796, 9.2137517 45.4352851))",9.2137517,45.4352851
855,,"POLYGON ((9.2145168 45.4360258, 9.2147244 45.4360945, 9.2146235 45.4362437, 9.2144782 45.4361986, 9.2144733 45.4361042, 9.2145168 45.4360258))",9.2145168,45.4360258
856,,"POLYGON ((9.1091245 45.4946588, 9.1089513 45.4946027, 9.1087743 45.4945454, 9.1086802 45.4945454, 9.1085679 45.4945894, 9.1085308 45.4945462, 9.1085002 45.4945107, 9.1085728 45.4944759, 9.1084859 45.4943778, 9.108548 45.4943532, 9.1086438 45.4944562, 9.1087116 45.4944273, 9.1087462 45.4944632, 9.1088371 45.4944261, 9.1088024 45.4943868, 9.1088883 45.4943486, 9.1090518 45.4945176, 9.1091063 45.4944933, 9.1091186 45.4946055, 9.1091245 45.4946588))",9.1091245,45.4946588
857,,"POLYGON ((9.103232 45.4957879, 9.1033933 45.4959865, 9.1034098 45.4959927, 9.103428 45.4959994, 9.1037132 45.4958869, 9.1037394 45.4958766, 9.1035917 45.4956464, 9.1032553 45.4957787, 9.103232 45.4957879))",9.103232,45.4957879
858,,"POLYGON ((9.2163812 45.5207404, 9.2146973 45.5212141, 9.2146705 45.5211689, 9.2163571 45.520699, 9.2163812 45.5207404))",9.2163812,45.5207404
859,,"POLYGON ((9.2182078 45.5202273, 9.2164644 45.5207141, 9.2164402 45.5206746, 9.2181836 45.5201897, 9.2182078 45.5202273))",9.2182078,45.5202273
860,,"POLYGON ((9.0918381 45.4557624, 9.093549 45.4562694, 9.0934148 45.4564834, 9.0918212 45.456008, 9.0918034 45.4560014, 9.0917792 45.4559876, 9.0917671 45.4559764, 9.0917573 45.4559626, 9.0917499 45.4559478, 9.0917467 45.4559325, 9.091747 45.4559154, 9.0917536 45.4558954, 9.0918381 45.4557624))",9.0918381,45.4557624
861,,"POLYGON ((9.2308305 45.4335772, 9.2320812 45.4336245, 9.2323511 45.4335076, 9.2324154 45.4336356, 9.2322034 45.4337356, 9.2319213 45.4338687, 9.2312014 45.4341821, 9.2306332 45.4336902, 9.2307811 45.4336044, 9.2308305 45.4335772))",9.2308305,45.4335772
862,,"POLYGON ((9.2398962 45.5163257, 9.2403709 45.5164196, 9.24043 45.5164027, 9.2405478 45.5164265, 9.2405802 45.5163557, 9.2397594 45.5161885, 9.2397324 45.516263, 9.2398747 45.5162918, 9.2398962 45.5163257))",9.2398962,45.5163257
863,,"POLYGON ((9.2321249 45.4820452, 9.2324138 45.4821106, 9.2323935 45.4821546, 9.2321047 45.4820892, 9.2321249 45.4820452))",9.2321249,45.4820452
864,,"POLYGON ((9.2321792 45.4819378, 9.2321568 45.481984, 9.2324447 45.4820526, 9.2324671 45.4820065, 9.2321792 45.4819378))",9.2321792,45.4819378
865,,"POLYGON ((9.1489902 45.4910078, 9.1487491 45.4908029, 9.1484702 45.4909613, 9.1486822 45.4911383, 9.1486985 45.4911527, 9.1489881 45.4910235, 9.1489902 45.4910078))",9.1489902,45.4910078
866,,"POLYGON ((9.1479057 45.4881831, 9.1487499 45.4887264, 9.1487923 45.4886931, 9.1479542 45.4881491, 9.1479057 45.4881831))",9.1479057,45.4881831
867,,"POLYGON ((9.2027186 45.4749612, 9.2027029 45.4750428, 9.2010024 45.4758132, 9.2009472 45.4757598, 9.2027186 45.4749612))",9.2027186,45.4749612
868,,"POLYGON ((9.2005263 45.4760322, 9.2004965 45.4760026, 9.2004695 45.475973, 9.1990576 45.4766246, 9.1990783 45.4766462, 9.1990989 45.4766693, 9.2005263 45.4760322))",9.2005263,45.4760322
869,Lidl - Parcheggio,"POLYGON ((9.2411516 45.4809248, 9.2409099 45.4808849, 9.2407518 45.4808588, 9.2405864 45.4808591, 9.2404975 45.4808592, 9.2406569 45.4802401, 9.2409438 45.4802723, 9.2408737 45.4805788, 9.2412367 45.4806196, 9.2411516 45.4809248))",9.2411516,45.4809248
870,,"POLYGON ((9.1631958 45.5301117, 9.1633621 45.5298317, 9.1632977 45.5298167, 9.1633111 45.5297847, 9.1632548 45.5297716, 9.1631952 45.5298317, 9.1630929 45.5299325, 9.1630026 45.5300835, 9.1630895 45.5300968, 9.1631958 45.5301117))",9.1631958,45.5301117
871,,"POLYGON ((9.1644806 45.5300064, 9.1645803 45.5300491, 9.1646603 45.5300834, 9.1648105 45.5299237, 9.1647254 45.529883, 9.1646925 45.5298673, 9.1646667 45.5298948, 9.1646039 45.5298673, 9.1644806 45.5300064))",9.1644806,45.5300064
872,Brico Io,"POLYGON ((9.2273032 45.5206521, 9.2276304 45.5206145, 9.2276197 45.5205788, 9.2276467 45.5205769, 9.2275687 45.5203213, 9.2272227 45.5203777, 9.2273032 45.5206521))",9.2273032,45.5206521
873,,"POLYGON ((9.2308129 45.4445463, 9.23143 45.4442093, 9.2313216 45.4441098, 9.2312787 45.444138, 9.2313131 45.444173, 9.2312085 45.4442276, 9.2311312 45.4442208, 9.2307955 45.4444083, 9.2308679 45.4444158, 9.2307469 45.4444808, 9.2308129 45.4445463))",9.2308129,45.4445463
874,,"POLYGON ((9.2328527 45.5212723, 9.2316752 45.5211557, 9.2316852 45.5211146, 9.2316162 45.5211088, 9.2316349 45.5210073, 9.2317454 45.5210121, 9.2317503 45.5209791, 9.2323941 45.5209847, 9.2323995 45.5209997, 9.232673 45.5210242, 9.2326784 45.5210016, 9.2328769 45.521011, 9.2328715 45.5210355, 9.2329633 45.5210444, 9.2329253 45.5212327, 9.2328594 45.5212276, 9.2328527 45.5212723))",9.2328527,45.5212723
875,,"POLYGON ((9.2262187 45.4915124, 9.2263085 45.4915603, 9.2264611 45.4916355, 9.226531 45.491671, 9.2264645 45.4918477, 9.2261382 45.4916844, 9.2261647 45.4916178, 9.2262187 45.4915124))",9.2262187,45.4915124
876,,"POLYGON ((9.1986454 45.4664862, 9.1987888 45.4664822, 9.1987714 45.4661695, 9.198628 45.4661734, 9.1986454 45.4664862))",9.1986454,45.4664862
877,,"POLYGON ((9.2806643 45.4655148, 9.2807119 45.4659379, 9.2807956 45.4659325, 9.2808153 45.4660795, 9.2807285 45.4660862, 9.2807513 45.4662886, 9.2808174 45.4662849, 9.2808445 45.4664749, 9.2813741 45.4664456, 9.2815522 45.4664341, 9.2814374 45.465527, 9.2814295 45.4654705, 9.2813417 45.4654754, 9.2806643 45.4655148))",9.2806643,45.4655148
878,Parcheggi Stazione FS,"POLYGON ((9.2985991 45.4813591, 9.2996398 45.4815322, 9.2997883 45.4811124, 9.2990014 45.4809717, 9.2989558 45.4811165, 9.2986876 45.4810733, 9.2986133 45.4813081, 9.2985991 45.4813591))",9.2985991,45.4813591
879,Parcheggio U5,"POLYGON ((9.2117124 45.5120441, 9.2124954 45.5118298, 9.2127953 45.512368, 9.2130956 45.5122858, 9.2127211 45.5116138, 9.2116378 45.5119102, 9.2117124 45.5120441))",9.2117124,45.5120441
880,,"POLYGON ((9.1278067 45.510253, 9.1282435 45.5101578, 9.1284646 45.5101096, 9.1287644 45.5100443, 9.1288153 45.5100161, 9.1288501 45.509988, 9.128893 45.5099278, 9.1290486 45.5096703, 9.1289575 45.5094353, 9.1290085 45.5094221, 9.1289091 45.5091854, 9.1288593 45.5091953, 9.1287025 45.5092267, 9.1289154 45.509718, 9.1276833 45.5099786, 9.1278067 45.510253))",9.1278067,45.510253
881,,"POLYGON ((9.1629596 45.4958925, 9.162627 45.4956162, 9.1626751 45.4955844, 9.1627531 45.4955617, 9.1630506 45.495387, 9.1630667 45.4954002, 9.1631874 45.495325, 9.1636221 45.4956764, 9.1632786 45.4958834, 9.1632359 45.4958511, 9.1631447 45.4959038, 9.1631152 45.4959094, 9.1630723 45.4959038, 9.1630452 45.495889, 9.163013 45.4958606, 9.1629596 45.4958925))",9.1629596,45.4958925
882,,"POLYGON ((9.1542958 45.4972654, 9.1539872 45.4974994, 9.1537062 45.497316, 9.1540158 45.4970826, 9.1542958 45.4972654))",9.1542958,45.4972654
883,,"POLYGON ((9.1541069 45.5017386, 9.1541676 45.5012395, 9.1541715 45.5012075, 9.1541924 45.5010353, 9.1547313 45.5010675, 9.1546458 45.5017707, 9.1541069 45.5017386))",9.1541069,45.5017386
884,,"POLYGON ((9.1372386 45.4900933, 9.1372802 45.4900795, 9.1373898 45.4901405, 9.1374999 45.4900968, 9.1374126 45.4899971, 9.1373417 45.4899416, 9.1373082 45.4899636, 9.1372423 45.4898999, 9.1371939 45.4899268, 9.1370901 45.4898437, 9.1370643 45.4899359, 9.1370583 45.4899515, 9.1370295 45.4900063, 9.1370616 45.4901587, 9.1371919 45.4901442, 9.1372386 45.4900933))",9.1372386,45.4900933
885,,"POLYGON ((9.1368818 45.4905472, 9.1369831 45.4904822, 9.1376035 45.4908852, 9.1375179 45.4909502, 9.1368818 45.4905472))",9.1368818,45.4905472
886,,"POLYGON ((9.1386332 45.4884567, 9.1386526 45.4884786, 9.1386657 45.4885032, 9.1386703 45.4885246, 9.138665 45.4885473, 9.1386455 45.4885982, 9.1386353 45.4886179, 9.1386207 45.4886371, 9.1385702 45.4886703, 9.1385581 45.4886788, 9.1384915 45.488619, 9.1385074 45.4886077, 9.1385341 45.488554, 9.1385149 45.4885078, 9.1386332 45.4884567))",9.1386332,45.4884567
887,,"POLYGON ((9.1960182 45.4840472, 9.1959793 45.4839788, 9.1963267 45.4838214, 9.1964298 45.4840037, 9.1960182 45.4840472))",9.1960182,45.4840472
888,,"POLYGON ((9.1189525 45.4394325, 9.1190493 45.4393102, 9.1211468 45.43995, 9.1206533 45.4402737, 9.1205565 45.4399707, 9.1189525 45.4394325))",9.1189525,45.4394325
889,,"POLYGON ((9.2391499 45.436761, 9.2396018 45.4371235, 9.2395927 45.4371306, 9.2395555 45.4371531, 9.2397115 45.4372695, 9.2397548 45.4372462, 9.2404652 45.4378077, 9.2403526 45.4378774, 9.2400468 45.4377343, 9.2396011 45.437379, 9.2393977 45.4373466, 9.2389574 45.4369951, 9.2389145 45.4370214, 9.2386625 45.4368163, 9.2388127 45.4367204, 9.2388743 45.4367053, 9.238944 45.4367053, 9.2390057 45.4367204, 9.2390593 45.4367448, 9.2391023 45.4367787, 9.2391499 45.436761))",9.2391499,45.436761
890,,"POLYGON ((9.1940303 45.4935829, 9.1939105 45.4936153, 9.1938272 45.4936357, 9.193965 45.4938961, 9.194073 45.4938679, 9.1941681 45.4938433, 9.1940303 45.4935829))",9.1940303,45.4935829
891,,"POLYGON ((9.2476236 45.4368649, 9.2471824 45.4366583, 9.2473584 45.4365531, 9.2482728 45.4360067, 9.2486035 45.4362782, 9.2480989 45.4365866, 9.2476236 45.4368649))",9.2476236,45.4368649
892,,"POLYGON ((9.0836184 45.4512092, 9.0835399 45.4512796, 9.0834608 45.4513678, 9.0834375 45.4513602, 9.0833078 45.4513939, 9.0832851 45.4514378, 9.0831483 45.4514135, 9.0831503 45.4513873, 9.0833201 45.4512599, 9.0832848 45.4512349, 9.0833897 45.4511547, 9.0835115 45.4512325, 9.0835752 45.4511855, 9.0836184 45.4512092))",9.0836184,45.4512092
893,,"POLYGON ((9.177795 45.4226988, 9.1777842 45.4225745, 9.1777628 45.4224277, 9.177744 45.4223336, 9.1781651 45.4222884, 9.1782684 45.4223576, 9.1781999 45.4224134, 9.1778432 45.4227044, 9.177795 45.4226988))",9.177795,45.4226988
894,Visitatori,"POLYGON ((9.2980274 45.4707139, 9.2980032 45.4702858, 9.2981201 45.4702825, 9.2981442 45.4707107, 9.2980274 45.4707139))",9.2980274,45.4707139
895,Visitatori,"POLYGON ((9.2982208 45.4707096, 9.2982127 45.4703095, 9.2983375 45.4703082, 9.2983456 45.4707083, 9.2982208 45.4707096))",9.2982208,45.4707096
896,Visitatori,"POLYGON ((9.2974783 45.470679, 9.2974628 45.470272, 9.2975276 45.4702708, 9.2975431 45.4706778, 9.2974783 45.470679))",9.2974783,45.470679
897,Visitatori,"POLYGON ((9.2976219 45.4706768, 9.2976117 45.4702693, 9.29773 45.4702678, 9.2977402 45.4706753, 9.2976219 45.4706768))",9.2976219,45.4706768
898,Visitatori,"POLYGON ((9.297823 45.4706951, 9.2978067 45.4702628, 9.2979332 45.4702605, 9.2979496 45.4706928, 9.297823 45.4706951))",9.297823,45.4706951
899,,"POLYGON ((9.2984776 45.4709719, 9.2984753 45.4709084, 9.2995771 45.4708807, 9.2995771 45.4709442, 9.2984776 45.4709719))",9.2984776,45.4709719
900,p1d,"POLYGON ((9.2978426 45.4726002, 9.2977055 45.4722269, 9.2978333 45.4722073, 9.2979868 45.4726067, 9.2978426 45.4726002))",9.2978426,45.4726002
901,p1d,"POLYGON ((9.2976799 45.4721666, 9.2974335 45.4714868, 9.2975893 45.4715178, 9.2978124 45.4721503, 9.2976799 45.4721666))",9.2976799,45.4721666
902,p1a,"POLYGON ((9.298275 45.4720524, 9.2981355 45.4716351, 9.298282 45.4716661, 9.2984098 45.4720313, 9.298275 45.4720524))",9.298275,45.4720524
903,p1a,"POLYGON ((9.2984773 45.4726083, 9.2983076 45.4721225, 9.2984354 45.4720997, 9.2986144 45.4726181, 9.2984773 45.4726083))",9.2984773,45.4726083
904,p1c,"POLYGON ((9.2978915 45.472134, 9.297666 45.4715341, 9.2978171 45.4715683, 9.29801 45.4721144, 9.2978915 45.472134))",9.2978915,45.472134
905,p1b,"POLYGON ((9.2980821 45.4720948, 9.2978984 45.4715879, 9.2980426 45.4716123, 9.2982169 45.4720736, 9.2980821 45.4720948))",9.2980821,45.4720948
906,p1b,"POLYGON ((9.2982564 45.4726051, 9.2980983 45.47216, 9.2982355 45.4721323, 9.2984075 45.4726051, 9.2982564 45.4726051))",9.2982564,45.4726051
